Reading,Value
9.74E-05,-0.0000000104259
0.0009873524541,0.0000099943372
0.001881654374,0.0000199952538
0.00276826974,0.0000299858402
0.003654746106,0.0000399882811
0.004545754287,0.00004999046
0.005440055858,0.0000599940977
0.006332573481,0.0000699973898
0.007220968604,0.0000800000707
0.008111294359,0.0000899877705
0.009000926279,0.0000999927142
0.009901818819,0.0001099943329
0.01078197733,0.0001199989783
0.01167339832,0.0001300029107
0.01256165747,0.0001399868925
0.01345238835,0.0001499913342
0.01434119791,0.0001599949755
0.01523288898,0.0001699990535
0.0161214266,0.0001800013124
0.01701119542,0.000190005594
0.01789917611,0.0001999908127
0.01878825203,0.0002099937119
0.01967872493,0.0002199999581
0.0205680728,0.000230000107
0.02145605534,0.0002400043159
0.02234597504,0.0002500081609
0.02323367633,0.0002599936852
0.02412180416,0.0002699949546
0.02501225099,0.0002799996291
0.02589885704,0.0002900025866
0.02679342404,0.0003000057186
0.02767991088,0.0003099942696
0.02857022546,0.000319995801
0.02945876494,0.0003299975942
0.03034907766,0.0003400015703
0.03124213405,0.0003500034218
0.03213068098,0.0003600047785
0.03302196041,0.0003699919616
0.0339133665,0.0003799945116
0.03480093181,0.0003899978474
0.03569042683,0.0003999999317
0.03657786921,0.0004100040242
0.03746721894,0.0004199892282
0.03835492581,0.0004299923894
0.03924784437,0.000439999043
0.04013898596,0.0004499974893
0.04103107378,0.000460001902
0.04192264006,0.0004700053541
0.04281419888,0.0004799923336
0.04370656237,0.0004899910418
0.04460003227,0.0004999945522
