Reading,Value
0.0003604472149,-0.000000010007
0.03767590225,0.0000099942417
0.07596220821,0.0000199949209
0.1020188108,0.000029985762
0.1229885668,0.0000399881574
0.1352389902,0.000049990198
0.1484544277,0.0000599935993
0.1594374925,0.0000699968659
0.1720665395,0.0000799999834
0.1790822595,0.0000899873776
0.1839261055,0.0000999922195
0.1903227866,0.0001099937363
0.2031475753,0.0001199985272
0.2156788707,0.0001300021977
0.2249214649,0.0001399870525
0.2351323664,0.000149990432
0.2502450943,0.0001599940151
0.2654510438,0.0001699981804
0.2774527669,0.0001800003956
0.2892872989,0.0001900048373
0.3017864823,0.0001999894885
0.3143769205,0.0002099925769
0.3268035948,0.0002199986193
0.3410895467,0.0002299987682
0.3549009264,0.000240003239
0.369677186,0.0002500069386
0.3822200894,0.0002599920845
0.3945886493,0.0002699935285
0.4080492258,0.0002799985232
0.4225506485,0.0002900013642
0.4407847822,0.0003000046418
0.4572900534,0.0003099931346
0.4721495807,0.000319994404
0.486397326,0.000329995848
0.5031940937,0.0003399997076
0.51891011,0.0003500017338
0.5342270136,0.000360002683
0.5469793677,0.0003699901281
0.5598877072,0.0003799925034
0.5746113658,0.0003899961011
0.5877523422,0.0003999979235
0.6058657765,0.0004100021906
0.6219614148,0.0004199867544
0.6391270161,0.0004299902939
0.6562383175,0.0004399968311
0.6675363183,0.0004499955394
0.6813760996,0.0004599991662
0.7025154829,0.0004700027057
0.728621304,0.0004799896851
0.7541018128,0.0004899884807
0.7772795558,0.0004999916418
